date,id,pdf,pm,release_type,subjects,title
1987-06-11,7181,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007181.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER AAP EDITORIAL CONFERENCE GOLD COAST - 11 JUNE 1987
2002-11-12,12907,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  ADDRESS TO THE NATIONAL FARMERS' FEDERATION ANNUAL COUNCIL DINNER   NATIONAL LIBRARY OF AUSTRALIA, CANBERRA"
2014-05-18,23502,,"Abbott, Tony",Transcript,"Budget 2014,  the Government's committment to build the roads of the 21st century.","Interview with Nick McCallum, Darren James and John-Michael Howson, Radio 3AW, Melbourne"
2017-05-02,40927,,"Turnbull, Malcolm",Transcript,School funding; Higher education funding; GST distribution,"Interview with Belinda Varischetti, ABC Radio Perth"
2012-05-26,18594,,"Gillard, Julia",Media Release,,2012 Prime Minister's Literary Awards shortlists announced
1977-09-08,4488,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004488.pdf,"Fraser, Malcolm",Media Release,,"MISREPRESENTATION, 8 SEPTEMBER 1977"
1982-04-17,5796,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005796.pdf,"Fraser, Malcolm",Media Release,,CUSTOMS PROCEDURES
2004-06-10,21315,,"Howard, John",Interview,,"Interview with Paul Murray Radio 6PR, Perth"
2004-08-20,21473,,"Howard, John",Interview,,Interview with Leon Byner Radio 5AA
1998-04-08,10876,,"Howard, John",Media Release,,AGREEMENT BETWEEN THE INDONESIAN GOVERNMENT AND THE INTERNATIONAL             MONETARY FUND
2015-11-28,40099,,"Turnbull, Malcolm",Transcript,,Joint Press Conference - opening remarks
2017-12-19,41387,,"Turnbull, Malcolm",Media Release,,Ministerial Arrangements
1973-06-06,2947,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002947_0.pdf,"Whitlam, Gough",Press Conference,,"PRESS CONFERENCE GIVEN BY THE PRIME MINISTER OF AUSTRALIA, MR EG WHITLAM, AT VIGYAN BHAVAN, NEW DELHI, AT 3.15PM, 6 JUNE 1973."
1974-11-22,3481,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003481.pdf,"Whitlam, Gough",Interview,,"TRANSCRIPT OF CHANNEL 0 INTERVIEW WITH PRIME MINISTER - BRISBANE, 22 NOVEMBER 1974"
1995-10-25,9812,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009812.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP STATE TAX CAT OUT OF THE BAG"
2014-02-18,23264,,"Abbott, Tony",Speech,,Remarks at the Victoria Cross Investiture Ceremony
1966-04-24,1296,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001296.pdf,"Holt, Harold",Speech,,PRIME MINISTER'S TOUR OF SOUTH-EAST ASIA
1984-10-19,6512,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006512.pdf,"Hawke, Robert",Correspondence,,"MR J THOMSON, EDITOR, THE BORDER MORNING MAIL PTY LTD, PO BOX 346, ALBURY NSW 2640"
2001-07-04,12052,,"Howard, John",Interview,,"Doorstop Interview, Sydney"
1995-06-08,9621,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009621.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP INTERVIEW WITH PAUL LYNEHAM, SPECIAL EDITION 7.30 REPORT, ABC TV, 8 JUNE 1995"
2006-03-27,22191,,"Howard, John",Speech,,"Address to Parliament Parliament House, Canberra"
1998-05-13,10645,,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                  TELEVISION INTERVIEW WITH PAUL LYNEHAM                &#145;NIGHTLINE&#146; - CHANNEL NINE
1977-01-26,4305,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004305.pdf,"Fraser, Malcolm",Speech,,"ADDRESS BY THE PRIME MINISTER AT CITIZENSHIP CEREMONY, TOWN HALL, SYDNEY"
2011-10-25,18219,,"Gillard, Julia",Foreign Affairs,,"Address to the Commonwealth Business Forum Opening Ceremony, Perth"
2015-07-12,31853,,"Abbott, Tony",Doorstop,Exercise Talisman Sabre 2015; Northern Australia White Paper; US alliance; China; Clean Energy Finance Corporation.,"Joint Doorstop Interview, RAAF Base Darwin"
2003-07-08,20786,,"Howard, John",Interview,,"Doorstop Interview, Ringwood, Melbourne"
1973-01-16,2774,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002774.pdf,"Whitlam, Gough",Media Release,,"APPOINTMENT OF SPECIAL TRADE REPRESENTATIVE, MR G WARWICK SMITH"
2013-03-04,19107,,"Gillard, Julia",Interview,,Transcript of Interview with David Koch
2008-11-12,16234,,"Rudd, Kevin",Media Release,,Meeting with Australian Hellenic Council  Canberra
2004-08-29,21498,,"Howard, John",Interview,,"Interview with Charles Wooley 60 Minutes, Channel Nine"
2015-11-15,40072,,"Turnbull, Malcolm",Transcript,,Doorstop - Paris Terrorist Attacks
2017-01-31,40714,,"Turnbull, Malcolm",Transcript,,"Interview with Kieran Gilbert, SKY News AM Agenda"
2011-06-01,17894,,"Gillard, Julia",Media Release,,Departmental Secretaries
1969-03-10,2012,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002012.pdf,"Gorton, John",Correspondence,,FOR PRESS: CONGRATULATIONS TO THAI PRIME MINISTER
2009-05-11,16552,,"Rudd, Kevin",Speech,,Speech at Illawarra Jobs Forum Wollongong Town Hall
1996-10-02,10123,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010123.pdf,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD MP DOORSTOP INTERVIEW - GOSNELLS, PERTH"
1977-08-13,4463,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004463.pdf,"Fraser, Malcolm",Speech,,"ADDRESS TO TASMANIAN STATE COUNCIL, ULVERSTONE, TASMANIA, 13 AUGUST 1977"
1994-02-26,8259,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008259.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER ELEVENTH ASIAN REGIONAL CONFERNCE OF INTERPOL CANBERRA - 26 FEBRUARY 1991
1983-11-23,6274,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006274.pdf,"Hawke, Robert",Speech,,"PRIME MINISTER'S SPEECH NOTES - INTERNATIONAL SECURITY AND DISARMAMENT, CHOGM, NEW DELHI, 23 NOVEMBER 1983"
2002-07-07,12734,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  DOORSTOP INTERVIEW,   ST. REGIS GRAND HOTEL, ROME, ITALY"
1994-03-08,9147,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009147.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP DOORSTOP ADELAIDE, 8 MARCH 1994"
2015-03-18,24292,,"Abbott, Tony",Media Release,,Protecting Australians’ savings accounts
1983-11-11,6260,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006260.pdf,"Hawke, Robert",Media Release,,TRANSFER OF TITLE TO  ULURU NATIONAL PARK TO TRADITIONAL OWNERS
1994-03-14,9153,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009153.pdf,"Keating, Paul",Speech,,"SPEECH BY THE PRIME MINISTER, THE HON P J KEATING MP LUNCHEON FOR THE PRIME MINISTER OF THE SOLOMON ISLANDS THE HON FRANCIS HILLY, MP, PARLIAMENT HOUSE CANBERRA MONDAY, 14 MARCH 1994"
2002-12-06,12720,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER            THE HON JOHN HOWARD MP            JOINT PRESS CONFERENCE WITH THE STATE AND             TERRITORY PREMIERS AND CHIEF MINISTERS,            PARLIAMENT HOUSE, CANBERRA"
1999-06-10,11229,,"Howard, John",Media Release,,PEACE AGREEMENT FOR KOSOVO
2011-05-20,17880,,"Gillard, Julia",Video Transcript,,Modbury Heights Community Cabinet – Video Highlights Transcript
1982-03-12,5769,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005769.pdf,"Fraser, Malcolm",Speech,,"CIVIC RECEPTION, BENALLA"
2017-01-22,40700,,"Turnbull, Malcolm",Media Release,,Commonwealth contribution to Bourke Street Fund
1969-02-28,2006,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002006.pdf,"Gorton, John",Speech,,"MOORABBIN LIBERAL PARTY BRANCH DINNER TOWN HALL, MOORABBIN, VIC. - 28 FEBRUARY 1969 - SPEECH BY THE PRIME MINISTER, MR JOHN GORTON"
2009-05-08,16546,,"Rudd, Kevin",Interview,,Interview on 2UE Radio - Mike Carlton
1974-07-05,3318,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003318.pdf,"Whitlam, Gough",Media Release,,USSR/AUSTRALIA SCIENTIFIC EXCHANGES AGREEMENT
2011-02-08,17658,,"Gillard, Julia",Speech,,Motion of Condolence: Natural Disasters
1996-10-18,10137,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010137.pdf,"Howard, John",Media Release,,"THE HON.JOHN MOORE MINISTER FOR INDUSTRY, SCIENCE AND TOURISM"
1977-08-23,4477,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004477.pdf,"Fraser, Malcolm",Statement in Parliament,,STATEMENT TO PARLIAMENT ON LUSAKA CHOGM
1998-05-13,10651,,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                RADIO INTERVIEW WITH ALAN JONES RADIO 2UE
2017-12-08,41378,,"Turnbull, Malcolm",Transcript,Same-sex marriage; 2018; Citizenship; Nationals,"Doorstop - Mural Hall, Parliament House"
1977-02-07,4311,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004311.pdf,"Fraser, Malcolm",Correspondence,,SILVER JUBILEE MESSAGE
2003-07-13,20792,,"Howard, John",Interview,,"Doorstop Interview, Sydney"
2014-11-18,31847,,"Abbott, Tony",Media Release,,Australia and China strengthen Antarctic ties
2013-03-04,19113,,"Gillard, Julia",Media Release,,James Strong AO 1944-2013
1972-12-20,2760,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002760.pdf,"Whitlam, Gough",Media Release,,APPOINTMENT OF PERMANENT HEADS - 20 DECEMBER 1972
1998-06-11,10889,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER             THE HON JOHN HOWARD MP                ADDRESS TO 500 CLUB LUNCHEON, PERTH"
2008-11-05,16220,,"Rudd, Kevin",Speech,,"Remarks at the Opening of the  Beaconsfield Mine and Heritage Centre, Tasmania"
2015-11-11,40066,,"Turnbull, Malcolm",Transcript,,Launch of the book The Dismissal by Paul Kelly and Troy Bramston
1984-10-16,6506,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006506.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT, PRESS CONFERENCE, 16 OCTOBER 1984, TRAVELODGE HOTEL, DARWIN"
1995-06-16,9635,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009635.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP INTERVIEW WITH RANALD MACDONALD, RADIO 3LO, MELBOURNE, 16 JUNE 1995"
2001-01-31,12046,,"Howard, John",Interview,,"Radio Interview with Sally Loane, ABC"
2008-01-23,15729,,"Rudd, Kevin",Media Release,,Heath Ledger
2006-02-02,22185,,"Howard, John",Speech,,Address at the Opening of the Commonwealth Law Courts Adelaide
1966-03-10,1269,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001269.pdf,"Holt, Harold",Media Release,,"FOR PRESS:  P.M.NO.23/1966  ECONOMIC CONSULTATIONS STATEMENT BY THE PRIME MINISTER, MR. HAROLD HOLT"
1989-06-01,7618,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007618.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF INTERVIEW WITH MIKE CARLTON, RADI 2GB, 1 JUNE 1989"
1977-03-07,4339,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004339.pdf,"Fraser, Malcolm",Correspondence,,MESSAGE TO THE PRIME MINISTER OF ROMANIA
2017-11-25,41350,,"Turnbull, Malcolm",Media Release,,Egyptian Mosque attack
1973-08-23,2990,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002990.pdf,"Whitlam, Gough",Media Release,,AUSTRALIAN PUBLIC SERVICE - WAGE FIXATION
1998-03-16,10679,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD MP RADIO INTERVIEW WITH HOWARD SATTLER RADIO 6PR, PERTH WA"
2010-03-09,17116,,"Rudd, Kevin",Video Transcript,,The Prime Minister visits Royal Brisbane and Women's Hospital
2011-10-28,18225,,"Gillard, Julia",Media Release,,President Obama to visit Darwin
1974-11-15,3456,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003456.pdf,"Whitlam, Gough",Media Release,,APPOINTMENTS TO THE PRICES JUSIFICATIONS TRIBUNAL
2008-10-28,16208,,"Rudd, Kevin",Media Release,,"Joint media release with the Treasurer, Wayne Swan Additional Funding to Maintain the Strength of the Australian Financial System"
1972-12-14,2748,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002748_0.pdf,"Whitlam, Gough",Media Release,,ABORIGINAL EDUCATION ASSISTANCE - 14 DECEMBER 1972
2003-10-17,20962,,"Howard, John",Media Release,,Bali Honours List
1979-04-22,5027,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005027.pdf,"Fraser, Malcolm",Speech,,ADDRESS TO FEDERAL COUNCIL - PERTH
2000-06-15,11567,,"Howard, John",Media Release,,Inter-Korean Summit
1966-02-01,1241,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001241.pdf,"Holt, Harold",Media Release,,RESUMPTION OF BOMBING IN NORTH VIETNAM
2007-12-10,15701,,"Rudd, Kevin",Media Release,,"Meeting of the Council of Australian Governments, Effective Federalism for the Future: Practical Steps Towards Ending the Blame Game and Boosting Productivity Growth"
1992-05-07,8503,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008503.pdf,"Keating, Paul",Statement in Parliament,,EMBARGOED AGAINST DELIVERY
1989-06-07,7630,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007630.pdf,"Hawke, Robert",Speech,,SPEAKING NOTES FOR THE PRIME MINISTER OPENING OF BENDIGO BUILDING SOCIETY HEADQUARTERS BENDIGO - 7 JUNE 1989
1991-03-07,8265,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008265.pdf,"Hawke, Robert",Media Release,,"JOINT STATEMENT WITH THE MINISTER ASSISTING THE PRIME MINISTER OF THE STATUS OF WOMEN, WENDY FATIN"
2000-05-25,22813,,"Howard, John",Doorstop,,Doorstop at Sydney Convention Centre
1987-04-03,7156,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007156.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF INERVIEW, PHILLIP ADAMS, 2UE 3 APRIL 1987"
1967-03-20,1527,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001527.pdf,"Holt, Harold",Speech,,"AUSTRLIAN INSTITUTE OF DIRECTORS' LUNCHEON, MELBOURNE - 20TH MARCH 1967 - SPEECH BY THE PRIME MINISTER, MR HAROLD HOLT"
2002-09-04,12708,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  INTERVIEW WITH JOHN MILLER AND ROSS DAVIE,   RADIO 4BC"
1983-10-26,6248,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006248.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER, LAUNCHING OF THE MORETON BY-ELECTION CAMPAIGN, BRISBANE, 26 OCTOBER 1983"
2017-02-08,40728,,"Turnbull, Malcolm",Transcript,Child care reform; paid parental leave; cost of living; Australia Post CEO pay; Cory Bernardi,"Doorstop with the Minister for Education and Training, Senator the Hon. Simon Birmingham, the Minister for Social Services, the Hon. Christian Porter MP and the Assistant Minister for Social Services, Senator the Hon. Zed Seselja"
1982-01-26,5741,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005741.pdf,"Fraser, Malcolm",Media Release,,DAY OF SOLIDARITY WITH POLAND
1999-07-07,11201,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                   THE HON JOHN HOWARD MP                   INTERVIEW WITH NHK TELEVISION                 TOKYO, JAPAN"
2011-02-14,17670,,"Gillard, Julia",Interview,,"Transcript of interview with Lyndal Curtis, ABC AM"
1983-01-26,5999,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005999.pdf,"Fraser, Malcolm",Media Release,,ANNOUNCEMENT OF BICENTANNIAL PROGRAM
2012-05-03,18543,,"Gillard, Julia",Media Release,,Next stage of future submarine project announced
1974-07-19,3330,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003330.pdf,"Whitlam, Gough",Media Release,,ECONOMIC CONSULTATIONS
2018-02-04,41436,,"Turnbull, Malcolm",Transcript,Enterprise Tax Plan; Wages; NDIS; Private health insurance; Negative gearing; Batman by-election; Cabinet files; Michael Gordon,"Interview with Barrie Cassidy, ABC Insiders"
1982-02-21,5755,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005755.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
1999-09-08,11215,,"Howard, John",Interview,"Bilateral relations with China, One China policy, China’s WTO involvement, East Timor, Taiwan.","Joint Statement with His Excellency Mr Jiang Zemin, President of the People’s Republic of China, Parliament House"
2011-02-13,17664,,"Gillard, Julia",Media Release,,A better deal for patients
1974-07-10,3324,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003324.pdf,"Whitlam, Gough",Media Release,,INDEPENDENCE AND PAPUA NEW GUINEA
2012-05-09,18557,,"Gillard, Julia",Interview,,"Transcript of interview with Leon Delaney, 2SM"
2018-01-24,41422,,"Turnbull, Malcolm",Transcript,,"Remarks at the Completion of Air Combat Group Operations in Support of Operation OKRA, RAAF Base Amberley, Queensland"
1991-03-13,8271,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008271.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER NATIONAL PRESS CLUB WEDNESDAY, 13 MARCH 1991"
1987-03-27,7142,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007142.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF THE COMMENTS, QUEANBEYAN - FRIDAY 27 MARCH 1987"
2000-05-15,22807,,"Howard, John",Media Release,,New Head of Cabinet Policy Unit
1967-03-29,1533,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001533.pdf,"Holt, Harold",Speech,,"ASIAN TOUR 1967 - CAMBODIA - TOAST PROPOSED BY PRINCE NORODOM SIHANOUK AT GALA DINNER FOR THE PRIME MINISTER, MR HAROLD HOLT, AT PHNOM PENH - 29TH MARCH 1967"
1995-06-04,9609,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009609.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP DOORSTOP, MELBOURNE FREIGHT TERMINAL, 4 JUNE 1995"
1966-02-20,1255,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001255.pdf,"Holt, Harold",Speech,,"LIBERAL PARTY RALLY - BOX HILL, VICTORIA - 20TH FEBRUARY, 1966 - SPEECH BY THE PRIME MINISTER, MR. HAROLD HOLT"
2008-01-11,15715,,"Rudd, Kevin",Interview,,"Press Conference with the Acting Prime Minister the Hon Julia Gillard, MP Treasury Place, Melbourne"
1962-08-27,589,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000589.pdf,"Menzies, Robert",Media Release,,"P.M. NO. 62/1963 - PORTRAIT OF QUEEN SIRIKIT - STATEMENT BY THE PRIME MINISTER, THE RT. HON. R.G. MENZIES"
1992-05-18,8517,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008517.pdf,"Keating, Paul",Media Release,,"JOINT STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING, MP AND THE MINISTER ASSISTING THE PRIME MINISTER AND THE MINISTER FOR SCIENCE AND TECHNOLOGY, THE HON ROSS FREE, MP"
1989-06-05,7624,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007624.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF INTERVIEW WITH JANA WENDT, A CURRENT AFFAIR, 5 JUNE 1989"
2017-11-23,41344,,"Turnbull, Malcolm",Speech,,Launch of the Government’s Foreign Policy White Paper
1973-08-03,2984,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002984.pdf,"Whitlam, Gough",Media Release,,COMMONWEALTH HEADS OF GOVERNMENT MEETING
2010-03-03,17102,,"Rudd, Kevin",Media Release,,Local hospital networks deliver on local needs
1974-11-01,3442,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003442.pdf,"Whitlam, Gough",Media Release,,INDUSTRIAL COOPERATION BETWEEN AUSTRALIA AND JAPAN
2011-10-29,18231,,"Gillard, Julia",Media Release,,New Australian support for polio eradication
1979-04-29,5033,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005033.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
2003-10-24,20976,,"Howard, John",Interview,,"Interview with John Laws, Radio 2UE"
